antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
age_cat_Age_Senior,is_fraud_Fraud,0.23561051687932114,0.09481647038597095,0.027802679569205832,0.11800271030960076,1.244538104289742,1.0,0.005462921972894372,1.0262883346634417,0.25705357008538304,0.09187193117721058,0.02561496002199293,0.20561448816865868
dist_cat_Dist_Very_Close,is_fraud_Fraud,0.2500030700838747,0.09481647038597095,0.0233940391251489,0.09357500736811082,0.986906673357419,1.0,-0.00031036956586062356,0.998630374241717,-0.017381976445558438,0.07278215022541454,-0.001371504205770833,0.17015235279686464
age_cat_Age_Middle,is_fraud_Fraud,0.24370325797300782,0.09481647038597095,0.024671194017020545,0.10123456790123457,1.0676896902947068,1.0,0.0015641112744582096,1.0071410150925322,0.08382725564013986,0.0786086003834566,0.00709038256363359,0.1807170119651232
dist_cat_Dist_Very_Far,is_fraud_Fraud,0.2500030700838747,0.09481647038597095,0.02366420650612175,0.09465566362118087,0.9983040207662711,1.0,-4.020218488777483e-05,0.9998223805481201,-0.002260037221888294,0.07368461303150811,-0.00017765100615412885,0.1721173668449124
"amount_cat_Amt_Very_High, time_of_day_Time_Evening",is_fraud_Fraud,0.07775908437818521,0.09481647038597095,0.041360169959843304,0.5319014529374605,5.609800183156372,1.0,0.03398732803865889,1.9337456509838162,0.8910258885824157,0.3152082358446421,0.4828689080742144,0.4840571893621378
"gender_M, time_of_day_Time_Evening",is_fraud_Fraud,0.1281084599231251,0.09481647038597095,0.026611487025825546,0.207726226993865,2.1908242961193394,1.0,0.014464695029332208,1.1425135609115005,0.6234156128199105,0.13555611159764794,0.12473686596577697,0.24419467676593912
"gender_M, amount_cat_Amt_Very_High",is_fraud_Fraud,0.11311417027913202,0.09481647038597095,0.03774975132320615,0.33373140809901203,3.519761985871085,1.0,0.027024664946701152,1.358586522938703,0.8071950820047253,0.2218213306393419,0.26394088038136815,0.36593318235542494
"gender_M, amount_cat_Amt_Very_High, time_of_day_Time_Evening",is_fraud_Fraud,0.03875673883410495,0.09481647038597095,0.023848411538603235,0.6153358681875791,6.489757166478792,1.0,0.020173634358682514,2.3531789287165363,0.8800176435702771,0.21734750979294906,0.575042939660599,0.4334288458927793
"dist_cat_Dist_Close, time_of_day_Time_Evening",is_fraud_Fraud,0.07016983703994793,0.09481647038597095,0.012796109589713991,0.1823591179558978,1.9232852395112954,1.0,0.006142853314027361,1.1070673562103086,0.5162838782670809,0.08407972242394901,0.09671259441414615,0.1586578648968713
"dist_cat_Dist_Close, gender_M",is_fraud_Fraud,0.11565619972737655,0.09481647038597095,0.011899645098304086,0.10288808664259928,1.0851288412632434,1.0,0.000933532461899346,1.0089973348212717,0.08871034737636307,0.05992578849721707,0.008917104645143153,0.11419498231883882
"dist_cat_Dist_Close, amount_cat_Amt_Very_High",is_fraud_Fraud,0.06351389519961685,0.09481647038597095,0.018653829622625292,0.2936968290796597,3.0975296579181153,1.0,0.012631666259333159,1.2815793088321266,0.7230882410615824,0.1335502022155794,0.21971274574393934,0.24521650157518798
"dist_cat_Dist_Close, amount_cat_Amt_Very_High, time_of_day_Time_Evening",is_fraud_Fraud,0.019439771094546303,0.09481647038597095,0.010290921147965763,0.5293746051800379,5.583150301051115,1.0,0.00844771066766966,1.9233631239986684,0.8371639258983478,0.09898417198204583,0.4800773772136164,0.3189548845094594
"time_of_day_Time_Evening, age_cat_Age_Young",is_fraud_Fraud,0.08370276675958788,0.09481647038597095,0.011383871007355922,0.13600352112676056,1.4343870909044474,1.0,0.0034474701016716236,1.0476703918915302,0.3305020572704716,0.06811168258633357,0.0455013258563728,0.12803284461984965
"gender_M, age_cat_Age_Young",is_fraud_Fraud,0.12309808303962864,0.09481647038597095,0.01115054463287937,0.09058260175578611,0.9553466964869083,1.0,-0.0005211811122173716,0.9953444165040618,-0.050604455661908306,0.053928847181801985,-0.004677359332852821,0.10409197436578323
"amount_cat_Amt_Very_High, age_cat_Age_Young",is_fraud_Fraud,0.06398054794856996,0.09481647038597095,0.018494185261141334,0.2890595009596929,3.048621191898556,1.0,0.012427775531297557,1.2732198135229729,0.7179154876973828,0.13181619256017504,0.21458966521026662,0.24205597765249248
"time_of_day_Time_Night, age_cat_Age_Young",is_fraud_Fraud,0.05143004506883128,0.09481647038597095,0.010082155444486743,0.19603629417382998,2.0675341886891787,1.0,0.005205740099268751,1.125900986641982,0.5443268134794502,0.07404401154401154,0.1118224321105569,0.15118483533973198
"time_of_day_Time_Night, amount_cat_Amt_Very_High",is_fraud_Fraud,0.07532757794942958,0.09481647038597095,0.024671194017020545,0.327518747962178,3.454238980094303,1.0,0.017528898953131537,1.3460353383399888,0.7683809049960068,0.16959311159885193,0.2570774544201345,0.2938591019955949
"time_of_day_Time_Night, gender_M",is_fraud_Fraud,0.11514042563642839,0.09481647038597095,0.015252176689467156,0.13246587030716725,1.3970765813991628,1.0,0.004334967931882653,1.0433981772388907,0.3212030843767469,0.07833491012298958,0.04159311199271382,0.14666293126807656
"time_of_day_Time_Night, amount_cat_Amt_Very_High, gender_M",is_fraud_Fraud,0.03298498114968501,0.09481647038597095,0.010069875108987977,0.3052866716306776,3.219764144224544,1.0,0.006942355620627058,1.3029597859288757,0.7129343713654293,0.08553249191613642,0.23251660504080457,0.20574526561717793
"dist_cat_Dist_Far, amount_cat_Amt_Very_High",is_fraud_Fraud,0.06271567339219708,0.09481647038597095,0.01882575431960801,0.300176228705698,3.1658658826231956,1.0,0.01287927553068053,1.2934449596359388,0.729907275855228,0.13572377158034524,0.22687085171257212,0.24936281970189705
"dist_cat_Dist_Far, gender_M",is_fraud_Fraud,0.11547199469489507,0.09481647038597095,0.011445272684849751,0.09911730298840796,1.045359551826065,1.0,0.0004966257194522379,1.0047740206540803,0.049055925676018665,0.05755928853754941,0.004751337669909754,0.10991352780556261
"dist_cat_Dist_Far, time_of_day_Time_Evening",is_fraud_Fraud,0.07037860274342696,0.09481647038597095,0.012575063550736206,0.17867736869656253,1.8844549683110714,1.0,0.00590201284790805,1.102104696880816,0.5048749819393988,0.08239459285484389,0.0926451880386621,0.15565133814960233
"dist_cat_Dist_Far, amount_cat_Amt_Very_High, time_of_day_Time_Evening",is_fraud_Fraud,0.01926784639756358,0.09481647038597095,0.010499686851444782,0.5449330783938815,5.747240708029032,1.0,0.008672777664088758,1.9891217898661229,0.8422314457351211,0.1013633669235329,0.49726557463969834,0.32783501478300475
"category_grocery_pos, amount_cat_Amt_Very_High",is_fraud_Fraud,0.07376797534108633,0.09481647038597095,0.02160111014232909,0.29282503745630095,3.0883351411868984,1.0,0.014606691092967942,1.2799994026345274,0.7300556740376121,0.1469629877182722,0.21874963539688022,0.2603226339981932
"time_of_day_Time_Night, category_grocery_pos",is_fraud_Fraud,0.06452088271051565,0.09481647038597095,0.01627144453586472,0.2521888085268367,2.6597573976361666,1.0,0.010153802171066408,1.210443946192952,0.667065515986725,0.11373390557939912,0.1738568290211483,0.21189935180907307
"gender_M, category_grocery_pos",is_fraud_Fraud,0.052203706205253525,0.09481647038597095,0.01197332711129668,0.22935779816513763,2.418965789714457,1.0,0.007023555947848332,1.1745833896182043,0.6189095620627105,0.08866054378466855,0.14863430826733579,0.1778183887859751
"time_of_day_Time_Night, category_grocery_pos, amount_cat_Amt_Very_High",is_fraud_Fraud,0.04654247154032248,0.09481647038597095,0.01627144453586472,0.3496042216358839,3.6871676430555187,1.0,0.011858451661371838,1.3917426276824219,0.7643645292447848,0.130080502650697,0.28147634475690764,0.26060705836359666
"gender_M, category_grocery_pos, amount_cat_Amt_Very_High",is_fraud_Fraud,0.03125345384435903,0.09481647038597095,0.01197332711129668,0.3831041257367387,4.0404807748825755,1.0,0.009009984930403704,1.4673197980049069,0.7767818149787068,0.10494026477236035,0.31848530813822234,0.25469155257177567
"age_cat_Age_Adult, amount_cat_Amt_Very_High",is_fraud_Fraud,0.06218761896575015,0.09481647038597095,0.013618892068131301,0.21899684044233805,2.30969197177309,1.0,0.007722481536091208,1.1590011109899983,0.6046431520004552,0.0949811579307982,0.13718805744213852,0.18131554235560757
"age_cat_Age_Adult, gender_M",is_fraud_Fraud,0.11528778966241358,0.09481647038597095,0.010229519470471933,0.08873029399233064,0.9358109791593674,1.0,-0.0007016618239183512,0.993321212859907,-0.07195171746668472,0.05117965101990661,-0.006723693256146037,0.09830893666071654
"age_cat_Age_Senior, amount_cat_Amt_Very_High",is_fraud_Fraud,0.06278935540518966,0.09481647038597095,0.022473013962741463,0.3579112067279484,3.774778846660221,1.0,0.016519548905411092,1.4097482141079898,0.7843314864450545,0.1663031624863686,0.2906534727318351,0.2974635686534445
"age_cat_Age_Senior, time_of_day_Time_Evening",is_fraud_Fraud,0.05671058933330059,0.09481647038597095,0.016787218626812886,0.29601559116500653,3.121984924771098,1.0,0.01141012071272103,1.2858005351453665,0.7205540001187201,0.1245898651111921,0.22227439430413304,0.23653259806922777
"gender_M, age_cat_Age_Senior",is_fraud_Fraud,0.10745293561420098,0.09481647038597095,0.01256278321523744,0.1169142857142857,1.233058826576868,1.0,0.0023744751276879097,1.0250234093597457,0.2117632693263454,0.06622216468151217,0.024412524759191413,0.12470503820748607
"age_cat_Age_Senior, amount_cat_Amt_Very_High, time_of_day_Time_Evening",is_fraud_Fraud,0.020839729341405606,0.09481647038597095,0.014846925618007883,0.7124337065409546,7.513818049130485,1.0,0.012870976038056849,3.147738626547146,0.8853625857672377,0.1472773784870264,0.6823116152128134,0.4345098205027011
"gender_M, age_cat_Age_Senior, amount_cat_Amt_Very_High",is_fraud_Fraud,0.02845353735064042,0.09481647038597095,0.01011899645098304,0.3556322831247302,3.75074374396191,1.0,0.007421132469399926,1.404762383198731,0.7548647846501951,0.0894291295854135,0.2881358356685647,0.23117710516811565
"amount_cat_Amt_Very_High, dist_cat_Dist_Very_Close",is_fraud_Fraud,0.06233498299173534,0.09481647038597095,0.017929289828198105,0.28762805358550037,3.0335241589847013,1.0,0.01201890675935223,1.270661392787835,0.7149145977288854,0.1287818646908353,0.21300827610257603,0.23836136522041498
"gender_M, dist_cat_Dist_Very_Close",is_fraud_Fraud,0.11539831268190247,0.09481647038597095,0.011703159730323832,0.10141534532297541,1.0695962938732302,1.0,0.0007614990333292115,1.007343631902301,0.07355606034354593,0.05895453139498917,0.007290096119864477,0.11242247644338124
"dist_cat_Dist_Very_Close, time_of_day_Time_Evening",is_fraud_Fraud,0.06954353992951087,0.09481647038597095,0.01250138153774361,0.17976337630231326,1.8959087547822393,1.0,0.005907508543481555,1.1035639027350368,0.507867349279851,0.08232249716965874,0.09384495313625928,0.1558057912466106
"amount_cat_Amt_Very_High, dist_cat_Dist_Very_Close, time_of_day_Time_Evening",is_fraud_Fraud,0.01956257444953396,0.09481647038597095,0.01011899645098304,0.517263025737602,5.455413217049432,1.0,0.008264142190015452,1.8751071036087752,0.8329912824683575,0.09705535924617195,0.4666971299530412,0.31199247647455153
"age_cat_Age_Middle, amount_cat_Amt_Very_High",is_fraud_Fraud,0.061045547764364924,0.09481647038597095,0.018923997003598137,0.30999798833232745,3.269452944941038,1.0,0.013135873631802856,1.311856363181148,0.7392674177588668,0.13819388395659582,0.23772142433712867,0.2547917671230346
"age_cat_Age_Middle, time_of_day_Time_Evening",is_fraud_Fraud,0.06434895801353294,0.09481647038597095,0.013704854416622662,0.2129770992366412,2.246203622320804,1.0,0.007603513344764429,1.1501362015464385,0.5929607957063574,0.09421696918531026,0.13053775834946316,0.17875898090960413
"gender_M, age_cat_Age_Middle",is_fraud_Fraud,0.11407203644803576,0.09481647038597095,0.01256278321523744,0.11013026159974162,1.161509821568263,1.0,0.0017468753494948586,1.0172090257179671,0.15695589829041678,0.06398949146181271,0.016917885393142856,0.12131302615021403
"age_cat_Age_Middle, amount_cat_Amt_Very_High, time_of_day_Time_Evening",is_fraud_Fraud,0.01918188404907222,0.09481647038597095,0.011199665974874434,0.5838668373879642,6.15786302750153,1.0,0.009380907433988448,2.17522565116479,0.8539870825757879,0.1089475570421694,0.5402775801836835,0.3509931259857837
"gender_M, age_cat_Age_Middle, amount_cat_Amt_Very_High",is_fraud_Fraud,0.02923947882256143,0.09481647038597095,0.010057594773489211,0.34397312053758927,3.6277781606652546,1.0,0.0072852105956085905,1.3797964046165194,0.7461667126183255,0.08822578907680706,0.27525539517699676,0.22502373161965591
"amount_cat_Amt_Very_High, dist_cat_Dist_Very_Far",is_fraud_Fraud,0.06143851850032543,0.09481647038597095,0.018101214525180827,0.29462322606436137,3.1073000805137947,1.0,0.012275831055236792,1.283262453572963,0.722570888900393,0.1310222222222222,0.22073618127319236,0.24276556977353542
"dist_cat_Dist_Very_Far, time_of_day_Time_Evening",is_fraud_Fraud,0.07095577851186895,0.09481647038597095,0.013201360661173262,0.18605053651782621,1.9622174898566385,1.0,0.006473584189189126,1.112088121222594,0.5278247100669857,0.08652607855763038,0.10079068293560041,0.16264060306010464
"gender_M, dist_cat_Dist_Very_Far",is_fraud_Fraud,0.11338433766010488,0.09481647038597095,0.011457553020348515,0.10105057944330119,1.0657492209101747,1.0,0.0007068503263662502,1.0069348830031724,0.06958252562984228,0.05823606516447162,0.006887121620505477,0.11094492448398707
"dist_cat_Dist_Very_Far, amount_cat_Amt_Very_High, time_of_day_Time_Evening",is_fraud_Fraud,0.019488892436541366,0.09481647038597095,0.010450565509449719,0.5362318840579711,5.655471901401974,1.0,0.00860269751688502,1.9518019857302502,0.8395418363105352,0.10062669977533403,0.48765294465777564,0.3232253838111381
category_shopping_pos,is_fraud_Fraud,0.0906288759808918,0.09481647038597095,0.010266360476968231,0.11327913279132792,1.1947199925308412,1.0,0.0016732503414121705,1.0208212788128874,0.17922692488088032,0.0586049772169646,0.020396595608881074,0.11077763141314874
"amount_cat_Amt_Very_High, category_shopping_pos",is_fraud_Fraud,0.028379855337647825,0.09481647038597095,0.010266360476968231,0.36174816096927737,3.81524601682285,1.0,0.0075754827637880065,1.418223143686794,0.7594466917189564,0.09090909090909091,0.2948923415532387,0.23501214550212346
category_shopping_net,is_fraud_Fraud,0.08765703479019046,0.09481647038597095,0.02158882980683032,0.24628747548332866,2.597517862463792,1.0,0.013277499163524203,1.200966549142182,0.6741073344760278,0.13418822990611404,0.16733734114886634,0.2369890945607292
"amount_cat_Amt_Very_High, category_shopping_net",is_fraud_Fraud,0.034016529331581336,0.09481647038597095,0.02158882980683032,0.6346570397111914,6.693531589265901,1.0,0.01836350256082893,2.4776268547735776,0.8805554758897641,0.20130539333562347,0.5963879717911006,0.43117387667466056
"category_shopping_net, time_of_day_Time_Evening",is_fraud_Fraud,0.03277621544620599,0.09481647038597095,0.0170328253367882,0.5196702884975646,5.480801873156998,1.0,0.013925100275568805,1.8845045558033098,0.8452490099722183,0.15405975785849157,0.4693565494864358,0.34965511575506386
"gender_M, category_shopping_net",is_fraud_Fraud,0.041470692979332195,0.09481647038597095,0.012648745563728801,0.3050044418122594,3.2167875535829675,1.0,0.008716640830968257,1.3024306687288352,0.718946044573075,0.10230433055224473,0.23220481211794997,0.2192034254133179
"amount_cat_Amt_Very_High, category_shopping_net, time_of_day_Time_Evening",is_fraud_Fraud,0.01945205143004507,0.09481647038597095,0.0170328253367882,0.8756313131313129,9.235012752181834,1.0,0.015188450478424948,7.278226958927004,0.9094062636320442,0.17517049760040412,0.8626038998724181,0.527635628071938
"gender_M, amount_cat_Amt_Very_High, category_shopping_net",is_fraud_Fraud,0.018580147609632697,0.09481647038597095,0.012648745563728801,0.680766688697951,7.179835802015651,1.0,0.010887041548133093,2.8354920917309014,0.8770161381435388,0.12554851292052657,0.6473275298787525,0.4070845488561637
"gender_M, category_shopping_net, time_of_day_Time_Evening",is_fraud_Fraud,0.015755670444916554,0.09481647038597095,0.011285628323365795,0.7162899454403742,7.554488608620011,1.0,0.009791731263214247,3.190523265095603,0.8815172616187801,0.11366728509585652,0.686571788728193,0.4176579891688336
"gender_M, amount_cat_Amt_Very_High, category_shopping_net, time_of_day_Time_Evening",is_fraud_Fraud,0.011629477717331237,0.09481647038597095,0.011285628323365795,0.9704329461457234,10.234856267011061,1.0,0.01018296229377615,30.614600090874543,0.9129113531253437,0.11859594786424056,0.9673358463925167,0.5447294895215082
category_misc_net,is_fraud_Fraud,0.05727548476624381,0.09481647038597095,0.011899645098304086,0.2077615780445969,2.19119713272239,1.0,0.006468985793123399,1.142564541845692,0.5766567599922368,0.08488086895585142,0.12477591998032249,0.16663172801983764
"category_misc_net, amount_cat_Amt_Very_High",is_fraud_Fraud,0.021797595510309343,0.09481647038597095,0.011899645098304086,0.5459154929577464,5.757601930713929,1.0,0.009832874029115467,1.9934252668299024,0.8447296543351064,0.1136390289668113,0.49835089549643535,0.3357086854764124
